created_at,author_id,text,author,sentiment_score
2023-05-01 04:02:51+00:00,393762976,RT @EddieSynot: Not frightened. You’re just irrelevant. Why hear from the person responsible for the harm of the Indigenous Advancement Str…,"{'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1616003249517244416/AGXAR0pq_normal.jpg', 'description': 'This BabyBoomer will be voting Yes: A proud prole; I live on Kaurna land', 'public_metrics': {'followers_count': 8897, 'following_count': 8595, 'tweet_count': 530902, 'listed_count': 251}, 'verified': False, 'created_at': '2011-10-19T01:30:07.000Z', 'name': 'Christine Phillips ✳️✳️✳️ ✳️✳️ Vote Yes🖤💛❤️', 'id': '393762976', 'username': 'cscviews'}",0.0531
2023-05-01 04:02:46+00:00,1.35E+18,RT @MissPolly62: This is a list of some of Labors achievements thus far (just in case anyone was wondering what they have been up to). They…,"{'protected': False, 'location': 'Melbourne, Victoria', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1387360161711357956/JBFDMPM5_normal.jpg', 'description': 'concerned that our country is sliding towards a cult of Pentecostals. Hate injustice & what LNP have done to our country.standing on Bunurong Land', 'public_metrics': {'followers_count': 556, 'following_count': 935, 'tweet_count': 33562, 'listed_count': 2}, 'verified': False, 'created_at': '2021-01-07T03:18:32.000Z', 'name': 'baxange votes Yes & proud to be Woke', 'id': '1347019708810215425', 'username': 'baxange58'}",0
2023-05-01 04:02:32+00:00,9.79E+17,"@OzraeliAvi Let’s be honest - the vast majority of Australian politicians have never truly given a stuff about Indigenous &amp; T.S Islander people…

So it begs the question @AlboMP - what’s the #VoiceToParliament REALLY about??","{'protected': False, 'location': 'Melbourne, Victoria', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1555464748203855872/vTpEl_ka_normal.jpg', 'description': '', 'public_metrics': {'followers_count': 187, 'following_count': 408, 'tweet_count': 2688, 'listed_count': 1}, 'verified': False, 'created_at': '2018-03-29T05:11:25.000Z', 'name': 'Ken Taylor', 'id': '979224487588593666', 'username': 'KGT369', 'pinned_tweet_id': '1608392766668836864'}",0.308
2023-05-01 04:02:26+00:00,2420257944,"RT @lesstenny: Is Michaelia Cash cooked in the head?         #auspol 

#auspol #VoiceToParliament https://t.co/NeGfeHtF6O","{'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1537753491174658048/1uUcsI5T_normal.jpg', 'description': 'In the paddock just hanging around trying not to step in bullshit. All comments are my opinion. member of the sewer 🐀 🐀 🐀', 'public_metrics': {'followers_count': 669, 'following_count': 335, 'tweet_count': 68056, 'listed_count': 10}, 'verified': False, 'created_at': '2014-03-31T09:12:41.000Z', 'name': 'Scomo’s Cow', 'id': '2420257944', 'username': 'Scomo_Cow'}",0
2023-05-01 04:02:18+00:00,1.53E+18,RT @EddieSynot: Illiterate nonsense. Michaelia Cash is lying about the Voice &amp; it’s legal affect &amp; continues to deny the legitimate place o…,"{'protected': False, 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'description': '', 'public_metrics': {'followers_count': 2, 'following_count': 69, 'tweet_count': 562, 'listed_count': 0}, 'verified': False, 'created_at': '2022-05-13T13:10:18.000Z', 'name': 'Shirley Schubert', 'id': '1525100900146348032', 'username': 'ShirleySchuber5'}",-0.7906
2023-05-01 04:01:55+00:00,1.29E+18,"RT @SquizzSTK: Just when you thought the lies from the Liberals about the Voice couldn't get more ridiculous, Michaelia Cash chimes in with…","{'protected': False, 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'description': '', 'public_metrics': {'followers_count': 181, 'following_count': 147, 'tweet_count': 72882, 'listed_count': 1}, 'verified': False, 'created_at': '2020-08-12T11:54:29.000Z', 'name': 'Terri Ryan', 'id': '1293516072344141825', 'username': 'TerriRy35919857'}",-0.1213
2023-05-01 04:00:08+00:00,1.49E+18,"What percentage of the population are billionaires? Those scrounging wankers seem to have more say on policy than anyone else, and I bet they number a lot less than 4%. 
#auspol #VoiceToParliament","{'protected': False, 'location': 'Lanena - Blackwall, Tasmania', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1487666183252115458/LgGSaa7t_normal.jpg', 'description': '🏠 lutruwita/Tasmania. 🌿 Policy Advisor. Child Safety Campaigner. Photographer. Husband. Father. ❤️&🔁 not endorsement.', 'public_metrics': {'followers_count': 398, 'following_count': 1258, 'tweet_count': 3271, 'listed_count': 2}, 'verified': False, 'created_at': '2022-01-30T05:56:22.000Z', 'name': 'Jack Davenport', 'id': '1487665953542664192', 'username': 'jackmdavenport', 'pinned_tweet_id': '1650958917986553856'}",0.0772
2023-05-01 03:59:20+00:00,9.43E+17,"RT @bukumbooee: Good morning all! 
#VoteYES for respect
#VoteYES for equality
#VoteYES for empowerment
#VoteYES for self-determination
#Vot…","{'protected': False, 'location': 'Australia', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1230411081744412672/pgWWHEhY_normal.jpg', 'description': ""office worker, mother, grandmother, carer for teenage nephew. Views are my own. Retweets not endorsed. Likes mean interesting, not necessarily “liked”. No DM's."", 'public_metrics': {'followers_count': 2153, 'following_count': 2472, 'tweet_count': 156064, 'listed_count': 3}, 'verified': False, 'created_at': '2017-12-18T10:57:14.000Z', 'name': '😷Jenny @home Kennedy🇦🇺', 'id': '942710339732250624', 'username': 'JennyKennedy101', 'pinned_tweet_id': '1515864767511945218'}",0.7424
2023-05-01 03:59:03+00:00,1.45E+18,"RT @EddieSynot: Disingenuous nonsense. Warren doesn’t care, if he did he would be advocating for a voice or arrangement for each nation. Th…","{'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1507952718601617413/-nl7JJb9_normal.jpg', 'description': '', 'public_metrics': {'followers_count': 336, 'following_count': 225, 'tweet_count': 7136, 'listed_count': 0}, 'verified': False, 'created_at': '2021-10-08T03:06:22.000Z', 'name': 'Dan', 'id': '1446310767544856578', 'username': 'BenDG19', 'pinned_tweet_id': '1639097374130978822'}",0.128
2023-05-01 03:58:13+00:00,1635001590,"RT @lesstenny: Is Michaelia Cash cooked in the head?         #auspol 

#auspol #VoiceToParliament https://t.co/NeGfeHtF6O","{'protected': False, 'location': '2428', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1523577942043152384/TJ050wwz_normal.jpg', 'description': 'Tragic Labor supporter, love politics, Bunnies\nFan, First Nations person living on Worimi Land', 'public_metrics': {'followers_count': 809, 'following_count': 686, 'tweet_count': 114456, 'listed_count': 4}, 'verified': False, 'created_at': '2013-07-31T09:15:56.000Z', 'name': 'Judy Kirby', 'id': '1635001590', 'username': 'kirbs1245'}",0
2023-05-01 03:58:12+00:00,1.29E+18,RT @EddieSynot: Illiterate nonsense. Michaelia Cash is lying about the Voice &amp; it’s legal affect &amp; continues to deny the legitimate place o…,"{'protected': False, 'location': 'Turrbal & Jagera Country, Qld', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1293842081358651394/kFf-4aYe_normal.jpg', 'description': 'The longed-for tidal wave of justice can rise up, and hope and history rhyme. Seamus Heany #VoteYes #VoiceToParliament', 'public_metrics': {'followers_count': 282, 'following_count': 761, 'tweet_count': 15984, 'listed_count': 2}, 'verified': False, 'created_at': '2020-08-13T09:12:53.000Z', 'name': '@JaneGreyTweets', 'entities': {'description': {'hashtags': [{'start': 91, 'end': 99, 'tag': 'VoteYes'}, {'start': 100, 'end': 118, 'tag': 'VoiceToParliament'}]}}, 'id': '1293837794771496963', 'username': 'JaneGreytweets', 'pinned_tweet_id': '1599894840858529792'}",-0.7906
2023-05-01 03:55:17+00:00,9.43E+17,RT @EddieSynot: Solicitor General’s opinion is clear. So too overwhelming weight of expert legal opinion. There is no threat. Kenny is righ…,"{'protected': False, 'location': 'Australia', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1230411081744412672/pgWWHEhY_normal.jpg', 'description': ""office worker, mother, grandmother, carer for teenage nephew. Views are my own. Retweets not endorsed. Likes mean interesting, not necessarily “liked”. No DM's."", 'public_metrics': {'followers_count': 2153, 'following_count': 2472, 'tweet_count': 156064, 'listed_count': 3}, 'verified': False, 'created_at': '2017-12-18T10:57:14.000Z', 'name': '😷Jenny @home Kennedy🇦🇺', 'id': '942710339732250624', 'username': 'JennyKennedy101', 'pinned_tweet_id': '1515864767511945218'}",-0.3612
2023-05-01 03:54:20+00:00,7.56E+17,RT @EddieSynot: Illiterate nonsense. Michaelia Cash is lying about the Voice &amp; it’s legal affect &amp; continues to deny the legitimate place o…,"{'protected': False, 'location': 'Jagera country, Brisbane Qld', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1410189389745983492/zQeLLBak_normal.jpg', 'description': 'Biology, tertiary science, education. Climate change is happening now. will attack misogynists, racists, homophobes etc', 'public_metrics': {'followers_count': 8778, 'following_count': 7446, 'tweet_count': 96016, 'listed_count': 33}, 'verified': False, 'created_at': '2016-07-21T22:38:52.000Z', 'name': '💧Delma VoteYes', 'id': '756257159021596672', 'username': 'delmaclifton', 'pinned_tweet_id': '1615438201904324608'}",-0.7906
2023-05-01 03:53:49+00:00,260106537,"RT @EddieSynot: Disingenuous nonsense. Warren doesn’t care, if he did he would be advocating for a voice or arrangement for each nation. Th…","{'protected': False, 'location': 'darlo, sydney... GADIGAL LAND', 'profile_image_url': 'https://pbs.twimg.com/profile_images/942956437206007808/0STBewan_normal.jpg', 'description': 'word sushi~semiotic sashimi | maaori fish out of water~walking on knives | indigiqueer | the tangata whenua show ~ https://t.co/5yXo3TFQTR sat 2-4pm in redfern.', 'public_metrics': {'followers_count': 4367, 'following_count': 4933, 'tweet_count': 169614, 'listed_count': 64}, 'verified': False, 'created_at': '2011-03-03T06:13:13.000Z', 'name': 'knifey (((cypher)))', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vkGmmCwgqM', 'expanded_url': 'https://www.mixcloud.com/Tangata_Whenua/', 'display_url': 'mixcloud.com/Tangata_Whenua/'}]}, 'description': {'urls': [{'start': 115, 'end': 138, 'url': 'https://t.co/5yXo3TFQTR', 'expanded_url': 'https://kooriradio.com/', 'display_url': 'kooriradio.com'}]}}, 'id': '260106537', 'username': 'jahan_tyson', 'pinned_tweet_id': '782733963143942144', 'url': 'https://t.co/vkGmmCwgqM'}",0.128
2023-05-01 03:53:18+00:00,311981333,"RT @EddieSynot: Disingenuous nonsense. Warren doesn’t care, if he did he would be advocating for a voice or arrangement for each nation. Th…","{'protected': False, 'location': 'Sydney, New South Wales', 'profile_image_url': 'https://pbs.twimg.com/profile_images/470908536403132416/qhevjiBc_normal.jpeg', 'description': 'Barrister Sydney, views attributable to anyone that you currently have beef with. He/him.', 'public_metrics': {'followers_count': 373, 'following_count': 244, 'tweet_count': 3322, 'listed_count': 2}, 'verified': False, 'created_at': '2011-06-06T11:47:39.000Z', 'name': 'Michael Swanson', 'id': '311981333', 'username': 'AffableHygge'}",0.128
2023-05-01 03:53:00+00:00,1.07E+18,RT @JayJay91341991: These nuff-nuffs that claim voting Yes to The Voice is “apartheid”. We are not the ones denying First Nations a voice a…,"{'protected': False, 'location': 'Melbourne, Victoria', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1068690571764543488/pO5JyXm9_normal.jpg', 'description': 'Principal Fellow, School of Social and Political Sciences, University of Melbourne.', 'public_metrics': {'followers_count': 455, 'following_count': 542, 'tweet_count': 44697, 'listed_count': 2}, 'verified': False, 'created_at': '2018-12-01T02:16:53.000Z', 'name': 'Allan Patience', 'id': '1068690368269508608', 'username': 'AllanPatience2'}",0.577
2023-05-01 03:52:44+00:00,2219418296,"RT @lesstenny: Is Michaelia Cash cooked in the head?         #auspol 

#auspol #VoiceToParliament https://t.co/NeGfeHtF6O","{'protected': False, 'location': 'Gawler, South Australia', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1620675277377650688/Sc4WY84M_normal.jpg', 'description': 'grumps', 'public_metrics': {'followers_count': 302, 'following_count': 1310, 'tweet_count': 5340, 'listed_count': 0}, 'verified': False, 'created_at': '2013-11-28T10:29:19.000Z', 'name': 'thank god he’s gone', 'id': '2219418296', 'username': 'GeoffCarmichae1'}",0
2023-05-01 03:51:43+00:00,90107770,"@AdelinaBasile @strangerous10 #TonyAbbott

#VoteYES 
#VoiceToParliament https://t.co/9vZdVhaQuL","{'protected': False, 'location': 'The Blue Marble', 'profile_image_url': 'https://pbs.twimg.com/profile_images/929117823082807296/SA_JwGIx_normal.jpg', 'description': ""a part of It All - \nswimming in the Haiku Ocean - \nan iced chocolate svp - \nshook Neil Armstrong's hand - \nsand buckets at the ready"", 'public_metrics': {'followers_count': 4495, 'following_count': 3756, 'tweet_count': 232827, 'listed_count': 29}, 'verified': False, 'created_at': '2009-11-15T05:59:11.000Z', 'name': '💧joan kunze', 'id': '90107770', 'username': 'madameshawshank'}",0
2023-05-01 03:50:10+00:00,1412432366,RT @MissPolly62: This is a list of some of Labors achievements thus far (just in case anyone was wondering what they have been up to). They…,"{'protected': False, 'location': 'Brisbane, Queensland', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1648103714434191360/ak5YvxDB_normal.jpg', 'description': 'Effective climate action now. Gender equity. We do better when it’s “we” and not “me”. Proud ALP member. YES to the Voice. Compassion is back.', 'public_metrics': {'followers_count': 709, 'following_count': 1200, 'tweet_count': 51766, 'listed_count': 2}, 'verified': False, 'created_at': '2013-05-08T09:52:15.000Z', 'name': 'CJ 🌟Vote Yes', 'id': '1412432366', 'username': 'cajeffrey14'}",0
