created_at,author_id,text,author,sentiment_score
2023-04-30 04:04:56+00:00,1.57E+18,"@JayJay91341991 Bigoted White Man’s Referendum   

First Nations people who’ve long been calling for the restoration of self-determination, so their communities can, rightfully, control their own affairs.    

#VoiceToParliament is a Trojan Horse @JayJay91341991  

#insiders #FirstNations","{'public_metrics': {'followers_count': 47, 'following_count': 125, 'tweet_count': 1002, 'listed_count': 0}, 'description': 'Am I supposed to write something unique here...or shall I leave it blank??   Hmm....ummm....never vote above the shit line!! \n\nWill that do?', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RKujnebTUo', 'expanded_url': 'https://www.greenleft.org.au/events', 'display_url': 'greenleft.org.au/events'}]}}, 'url': 'https://t.co/RKujnebTUo', 'id': '1574524231668228096', 'name': 'Nothing Lost - Nothing Gained', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1574536307208245250/mIGEqtBa_normal.jpg', 'username': 'philbi_s', 'created_at': '2022-09-26T22:20:25.000Z', 'location': 'Boon Wurrung Country ', 'protected': False}",0
2023-04-30 04:03:40+00:00,41938852,"RT @JayJay91341991: The racists and RWNJ’s are having a meltdown.😱
Bigotry and hate never wins! 👏😊
#insiders #VoteYesAustralia #auspol #Voi…","{'public_metrics': {'followers_count': 1498, 'following_count': 2122, 'tweet_count': 98586, 'listed_count': 3}, 'description': ""I've worked hard yet enjoy la dolce vita - good food, wine, travel, holidays, movies. Family! Wanting a better future for posterity. Not a Quiet Australian."", 'id': '41938852', 'name': '💧💦🌊Julie Fraser 🐀', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1160860964478046208/fIZjLEag_normal.jpg', 'username': 'the2murrays', 'created_at': '2009-05-23T00:44:04.000Z', 'location': 'Australia', 'protected': False}",-0.8883
2023-04-30 04:01:18+00:00,8.78E+17,"RT @bukumbooee: Good morning all! 
#VoteYES for respect
#VoteYES for equality
#VoteYES for empowerment
#VoteYES for self-determination
#Vot…","{'public_metrics': {'followers_count': 386, 'following_count': 525, 'tweet_count': 38895, 'listed_count': 2}, 'description': 'Passionate about consumer health outcomes, a fair society, innovation and integrity. My views are my own. Not all retweets endorsed. vaccinated. Boosted', 'id': '878041481897844736', 'name': 'Linda Martin', 'verified': False, 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'username': 'LMStrategy', 'created_at': '2017-06-23T00:06:17.000Z', 'location': 'Melbourne, Australia', 'protected': False}",0.7424
2023-04-30 03:59:58+00:00,1.36E+18,"@g_larsen @strangerous10 Thanks for sharing this, I hadn't seen this recent Roy Morgan polling. Roy Morgan suggesting there is still some way to go to get #VoiceToParliament over the line. #YesToVoice","{'public_metrics': {'followers_count': 209, 'following_count': 255, 'tweet_count': 8229, 'listed_count': 2}, 'description': 'Awesome hospitality & transport professional, Jack Russell lover 🐶💜 @essendonfc & @arsenalfc', 'entities': {'description': {'mentions': [{'start': 68, 'end': 79, 'username': 'essendonfc'}, {'start': 82, 'end': 92, 'username': 'arsenalfc'}]}}, 'id': '1362722433342443522', 'name': '🦋Butterfly🦋', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1362723063297531904/RGI4VnEP_normal.jpg', 'username': 'ButterflyVicAu', 'pinned_tweet_id': '1618845295194030080', 'created_at': '2021-02-19T11:15:43.000Z', 'location': 'Melbourne, Victoria', 'protected': False}",0.6908
2023-04-30 03:58:44+00:00,1.10E+18,"RT @JusticeAunties: If you are a Racist, a Bigot, Uneducated, LNP or supporter, an Arsehole, and dont understand how the constitution works…","{'public_metrics': {'followers_count': 1303, 'following_count': 5004, 'tweet_count': 67881, 'listed_count': 6}, 'description': ""Student of life. Seeker of Truth. Concerned about climate change and growing inequality. Retweets don't necessarily reflect my views."", 'id': '1104353697830584320', 'name': 'Stephen', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1150813122480881671/lBCMZHCu_normal.jpg', 'username': 'Stephen67843639', 'created_at': '2019-03-09T12:10:14.000Z', 'location': 'Australia', 'protected': False}",-0.4404
2023-04-30 03:56:47+00:00,1.36E+18,"@DrRichardSallie @CSI_lcrhms @strangerous10 Yes, but we only need the majority of Australians in the majority of states for #YesToVoice to get over the line 🙂 ❤💛🖤 #VoiceToParliament","{'public_metrics': {'followers_count': 209, 'following_count': 255, 'tweet_count': 8229, 'listed_count': 2}, 'description': 'Awesome hospitality & transport professional, Jack Russell lover 🐶💜 @essendonfc & @arsenalfc', 'entities': {'description': {'mentions': [{'start': 68, 'end': 79, 'username': 'essendonfc'}, {'start': 82, 'end': 92, 'username': 'arsenalfc'}]}}, 'id': '1362722433342443522', 'name': '🦋Butterfly🦋', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1362723063297531904/RGI4VnEP_normal.jpg', 'username': 'ButterflyVicAu', 'pinned_tweet_id': '1618845295194030080', 'created_at': '2021-02-19T11:15:43.000Z', 'location': 'Melbourne, Victoria', 'protected': False}",0.2144
2023-04-30 03:56:05+00:00,1.22E+18,RT @MissPolly62: Who agrees that these two are the most repulsive women in Australia? #VoiceToParliament #VoteYes #VoteYesAustralia #lnptox…,"{'public_metrics': {'followers_count': 995, 'following_count': 1367, 'tweet_count': 97825, 'listed_count': 4}, 'description': 'voted Labor since gough whitlam and was a member of the union and delegate for 9years', 'id': '1224584637868961792', 'name': 'Terry Taylor', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1224584982619836418/6CBvC0i1_normal.jpg', 'username': 'TerryTa23657140', 'created_at': '2020-02-04T06:45:24.000Z', 'location': 'cains ', 'protected': False}",0.2023
2023-04-30 03:54:49+00:00,1.48E+18,"RT @bukumbooee: Good morning all! 
#VoteYES for respect
#VoteYES for equality
#VoteYES for empowerment
#VoteYES for self-determination
#Vot…","{'public_metrics': {'followers_count': 388, 'following_count': 652, 'tweet_count': 6095, 'listed_count': 1}, 'description': 'Proud member of the LGBTQ+ community, triple vaxxed to protect my loved ones & my community. protect our climate! Awabakal #alboforPM #votethemout!!! Please!', 'entities': {'description': {'hashtags': [{'start': 123, 'end': 133, 'tag': 'alboforPM'}, {'start': 134, 'end': 146, 'tag': 'votethemout'}]}}, 'id': '1482806798419914752', 'name': 'Beagoddamnadult', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1485788839813971970/hxSGXa0Y_normal.jpg', 'username': 'beagoddamnadul1', 'created_at': '2022-01-16T20:08:00.000Z', 'location': 'Caves Beach, Newcastle', 'protected': False}",0.7424
2023-04-30 03:53:35+00:00,1.03E+18,"RT @JayJay91341991: The racists and RWNJ’s are having a meltdown.😱
Bigotry and hate never wins! 👏😊
#insiders #VoteYesAustralia #auspol #Voi…","{'public_metrics': {'followers_count': 147, 'following_count': 186, 'tweet_count': 14114, 'listed_count': 0}, 'description': '', 'id': '1031901534097879040', 'name': 'sanjakovach@yahoo.com.au', 'verified': False, 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'username': 'sanjakovachyah1', 'created_at': '2018-08-21T13:51:12.000Z', 'protected': False}",-0.8883
2023-04-30 03:50:20+00:00,904558374,"RT @GeoffHutchison: This is good news, but nothing can be taken for granted or assumed. There are a lot of don’t knows to win over. 
Don’t…","{'public_metrics': {'followers_count': 105, 'following_count': 157, 'tweet_count': 6851, 'listed_count': 1}, 'description': 'on the land of the Gadubanud people\n@Samsplace@mastodon.au', 'id': '904558374', 'name': 'Deb Campbell @Samsplace@mastodon.au', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1114282514074324992/OtqnwPJm_normal.png', 'username': 'samsplace9', 'pinned_tweet_id': '1558196942773317632', 'created_at': '2012-10-25T19:56:04.000Z', 'protected': False}",0.8641
2023-04-30 03:50:18+00:00,1.57E+18,"@randlight Bigoted White Man’s Referendum 

First Nations people who’ve long been calling for the restoration of self-determination, so their communities can, rightfully, control their own affairs.  

The Voice to parliament is a trojan horse. #Voice #VoiceToParliament #VoteYes #auspol https://t.co/zGcMEtmYdE","{'public_metrics': {'followers_count': 47, 'following_count': 125, 'tweet_count': 1002, 'listed_count': 0}, 'description': 'Am I supposed to write something unique here...or shall I leave it blank??   Hmm....ummm....never vote above the shit line!! \n\nWill that do?', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RKujnebTUo', 'expanded_url': 'https://www.greenleft.org.au/events', 'display_url': 'greenleft.org.au/events'}]}}, 'url': 'https://t.co/RKujnebTUo', 'id': '1574524231668228096', 'name': 'Nothing Lost - Nothing Gained', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1574536307208245250/mIGEqtBa_normal.jpg', 'username': 'philbi_s', 'created_at': '2022-09-26T22:20:25.000Z', 'location': 'Boon Wurrung Country ', 'protected': False}",0
2023-04-30 03:49:16+00:00,1916004156,"RT @JayJay91341991: The racists and RWNJ’s are having a meltdown.😱
Bigotry and hate never wins! 👏😊
#insiders #VoteYesAustralia #auspol #Voi…","{'public_metrics': {'followers_count': 796, 'following_count': 273, 'tweet_count': 45286, 'listed_count': 1}, 'description': 'rusted on lefty,London born pensioner. Hate Murdochracy, Adelaide knows he was always an arsehole. Love music, play ukulele, dabble in painting. Life is good.', 'id': '1916004156', 'name': 'lindyloo.', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1648703878995771396/Un76nSJx_normal.jpg', 'username': 'lindajoh47', 'created_at': '2013-09-29T03:28:06.000Z', 'protected': False}",-0.8883
2023-04-30 03:48:02+00:00,1.62E+18,"RT @bukumbooee: Good morning all! 
#VoteYES for respect
#VoteYES for equality
#VoteYES for empowerment
#VoteYES for self-determination
#Vot…","{'public_metrics': {'followers_count': 12, 'following_count': 158, 'tweet_count': 10, 'listed_count': 0}, 'description': '', 'id': '1619909351812255744', 'name': 'Angus Foley', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1619910682291630080/eMk20TBA_normal.jpg', 'username': 'Angus_F0ley', 'created_at': '2023-01-30T04:04:37.000Z', 'location': '(narrm) melbourne ', 'protected': False}",0.7424
2023-04-30 03:46:52+00:00,11865952,"@AnnCapling @Mon4Kooyong And what a day for it! #KooyongVotes looking great. The message is positive and spreading. Vote Yes for recognition, and a #VoiceToParliament https://t.co/sJtFs3l1vK","{'public_metrics': {'followers_count': 214, 'following_count': 319, 'tweet_count': 2134, 'listed_count': 1}, 'description': 'ER Doc. I live on Wurundjeri land. My heart beats true... ❤️💙', 'id': '11865952', 'name': '💧David Lightfoot #VoteYes', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/840442393899950080/2yp1KoyB_normal.jpg', 'username': 'davidvl', 'created_at': '2008-01-05T04:43:56.000Z', 'location': '-37.822453,145.024784', 'protected': False}",0.8932
2023-04-30 03:46:47+00:00,1.47E+18,"RT @LukeQuilty: #VoiceToParliament isn’t set up to “device races”, you Murdoch media parroting #VoteNo simpleton. Its purpose is simply to…","{'public_metrics': {'followers_count': 546, 'following_count': 1480, 'tweet_count': 15021, 'listed_count': 0}, 'description': 'Aircraft maintenance engineer, trade teacher for 20+ years. Ex RAAF (12 years, 70s and 80s) Proud lefty and Labor party member. Atheist. #VoteYes', 'entities': {'description': {'hashtags': [{'start': 137, 'end': 145, 'tag': 'VoteYes'}]}}, 'id': '1469572032190824448', 'name': 'Paul Mathieson', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1555034734375632896/zkDr8EAT_normal.jpg', 'username': 'PaulMathieson15', 'created_at': '2021-12-11T07:38:18.000Z', 'protected': False}",0
2023-04-30 03:46:10+00:00,1489647110,"RT @JayJay91341991: The racists and RWNJ’s are having a meltdown.😱
Bigotry and hate never wins! 👏😊
#insiders #VoteYesAustralia #auspol #Voi…","{'public_metrics': {'followers_count': 1514, 'following_count': 710, 'tweet_count': 49911, 'listed_count': 0}, 'description': '', 'id': '1489647110', 'name': 'Mark Forster', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/344513261571351364/18265ab6b4e6999560afe1761a8a50ea_normal.jpeg', 'username': 'KramWA', 'created_at': '2013-06-07T06:09:26.000Z', 'location': 'Perth, Western Australia', 'protected': False}",-0.8883
2023-04-30 03:46:02+00:00,7.33E+17,"RT @bukumbooee: Good morning all! 
#VoteYES for respect
#VoteYES for equality
#VoteYES for empowerment
#VoteYES for self-determination
#Vot…","{'public_metrics': {'followers_count': 2108, 'following_count': 2896, 'tweet_count': 19055, 'listed_count': 5}, 'description': 'Formerly Educator, geologist, woolgrower. Agrarian socialist (taken seriously). Impressed with our youth, appalled by our politicians!', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ChfR8EOqB6', 'expanded_url': 'http://www.jemala.com.au', 'display_url': 'jemala.com.au'}]}}, 'url': 'https://t.co/ChfR8EOqB6', 'id': '732692791503904768', 'name': 'Ian Gill', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1428563333980901380/QTCrODg9_normal.jpg', 'username': 'IanGill82421393', 'created_at': '2016-05-17T22:02:29.000Z', 'location': 'Benalla', 'protected': False}",0.7424
2023-04-30 03:44:00+00:00,15322814,"RT @JayJay91341991: Louise Clegg wife of Anus Taylor, with all her white privilege, proudly announces she will Vote No on The Voice. Just a…","{'public_metrics': {'followers_count': 2562, 'following_count': 2383, 'tweet_count': 225442, 'listed_count': 151}, 'description': ""Janet Albrechtsen, Concetta Fierravanti-Wells, Andrew Bolt, Rowan Dean's nemesis.\n\nFound at @Aushiker@aus.social\n\nAndrew Priest\nBBusHons, MAccRes"", 'id': '15322814', 'name': 'Aushiker🐶🐾', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1592101909585723392/JgQfHRlh_normal.jpg', 'username': 'Aushiker', 'created_at': '2008-07-05T02:49:26.000Z', 'location': 'Walyalup land', 'protected': False}",0.5994
2023-04-30 03:43:24+00:00,7.32E+17,"RT @GeoffHutchison: This is good news, but nothing can be taken for granted or assumed. There are a lot of don’t knows to win over. 
Don’t…","{'public_metrics': {'followers_count': 820, 'following_count': 881, 'tweet_count': 5984, 'listed_count': 5}, 'description': 'AZx2 +Pfizerx2 +Moderna = 5x vaxxed 😷. Two years retired and loving it.', 'id': '732168370284462080', 'name': 'Jan Chamberlain', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/789053227312422913/s5ihjs5s_normal.jpg', 'username': 'janmc18', 'created_at': '2016-05-16T11:18:37.000Z', 'protected': False}",0.8641
2023-04-30 03:42:36+00:00,1420522158,"RT @GeoffHutchison: This is good news, but nothing can be taken for granted or assumed. There are a lot of don’t knows to win over. 
Don’t…","{'public_metrics': {'followers_count': 2428, 'following_count': 4136, 'tweet_count': 110738, 'listed_count': 50}, 'description': 'virtual prepper #auspol #twitterleft #bollardsforboofhead #twittermob mastodon apiaristdave@au.social', 'entities': {'description': {'hashtags': [{'start': 16, 'end': 23, 'tag': 'auspol'}, {'start': 24, 'end': 36, 'tag': 'twitterleft'}, {'start': 37, 'end': 57, 'tag': 'bollardsforboofhead'}, {'start': 58, 'end': 69, 'tag': 'twittermob'}]}}, 'id': '1420522158', 'name': 'apiaristdave@aus.social', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1646379452748922883/u2G1hu7d_normal.jpg', 'username': 'ApairistDave', 'pinned_tweet_id': '1626184959651385345', 'created_at': '2013-05-11T12:33:04.000Z', 'location': 'Gaia ', 'protected': False}",0.8641
2023-04-30 03:40:57+00:00,1.37E+18,"RT @bukumbooee: Good morning all! 
#VoteYES for respect
#VoteYES for equality
#VoteYES for empowerment
#VoteYES for self-determination
#Vot…","{'public_metrics': {'followers_count': 249, 'following_count': 209, 'tweet_count': 22335, 'listed_count': 2}, 'description': 'Love my family friends and country.', 'id': '1373967175619256322', 'name': 'A Bran nu Dae', 'verified': False, 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'username': 'Jan41475593', 'created_at': '2021-03-22T11:58:12.000Z', 'location': 'Melbourne, Victoria', 'protected': False}",0.7424
2023-04-30 03:38:33+00:00,271721700,RT @AnnCapling: Out with more than 130 @Mon4Kooyong volunteers letter-boxing the Uluṟu Statement From the Heart in Kooyong on this beautifu…,"{'public_metrics': {'followers_count': 2394, 'following_count': 5003, 'tweet_count': 205501, 'listed_count': 4}, 'description': 'Almost finished my very first movie script. Showing a serene side of myself. We will not let January 6th go because they will not let November 3rd go.', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gWtCaeoD9x', 'expanded_url': 'https://mstdn.social/@therealkenecik', 'display_url': 'mstdn.social/@therealkenecik'}]}}, 'url': 'https://t.co/gWtCaeoD9x', 'id': '271721700', 'name': 'Kenecik currently unable to follow back atm', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1616517243990380561/Tst8CZ_A_normal.jpg', 'username': 'therealkenecik', 'pinned_tweet_id': '1563987558933172225', 'created_at': '2011-03-25T02:06:37.000Z', 'location': 'Body: Glen Burnie, MD, USA,   Mind: The Cosmos', 'protected': False}",0
2023-04-30 03:37:19+00:00,57831121,RT @EddieSynot: The responsibility is on Australians to answer the #UluruStatement invitation. Speak up. Help us. We can't do it alone. Thi…,"{'public_metrics': {'followers_count': 1342, 'following_count': 4786, 'tweet_count': 30149, 'listed_count': 31}, 'description': 'Exploring spirituality, consciousness, awareness-raising, and quantum physics for the sake of our earth home which is in a global climate crisis.', 'entities': {'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/bH8Mgvu9r2', 'expanded_url': 'http://www.carolynreinhart.com', 'display_url': 'carolynreinhart.com'}]}}, 'url': 'http://t.co/bH8Mgvu9r2', 'id': '57831121', 'name': 'Carolyn Reinhart', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/933795429942222848/LwJv6QLG_normal.jpg', 'username': 'DrCReinhart', 'created_at': '2009-07-18T02:36:39.000Z', 'location': 'UK to MUSKOKA', 'protected': False}",0.533
2023-04-30 03:35:52+00:00,1641475784,"RT @GeoffHutchison: This is good news, but nothing can be taken for granted or assumed. There are a lot of don’t knows to win over. 
Don’t…","{'public_metrics': {'followers_count': 2806, 'following_count': 3120, 'tweet_count': 126238, 'listed_count': 83}, 'description': 'Living on unceded land, Southern Highlands, regional NSW', 'id': '1641475784', 'name': 'Lyn @Life Is Good', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1573854927545253888/u50KbSY3_normal.jpg', 'username': 'FairAusPol', 'pinned_tweet_id': '1629591262302199810', 'created_at': '2013-08-02T22:33:18.000Z', 'location': 'Gundungarra Land 🖤💛❤ NO DMs', 'protected': False}",0.8641
